"lemma","prior_polarity_score"
"amyloidal",0.04
"amyloidosis",-0.42
"amyotonia",-0.34
"amyotrophia",0.12
"amyotrophy",0.12
"amyxia",-0.28
"an",-0.07
"anabolic",0.17
"anacanthini",-0.34
"anachronism",-0.05
"anachronistically",0.15
"anaclisis",0.17
"anaclitic",0.12
"anaconda",-0.14
"anaemia",0.10
"anaemic",-0.10
"anaerobe",-0.38
"anaerobic",-0.28
"anaerobiotic",-0.28
"anaesthesia",-0.19
"anaesthetic",-0.16
"anaesthetist",-0.07
"anaglyph",-0.10
"anagogic",-0.19
"anagogical",-0.19
"anagram",-0.15
"anagram",-0.15
"anal",-0.25
"analbuminemia",-0.34
"analgesia",-0.42
"analgesic",-0.28
"analgesic",-0.03
"analgetic",-0.03
"analogical",-0.34
"analogous",-0.26
"analogously",0.08
"analogy",0.06
"analphabet",-0.07
"analphabetic",-0.07
"analphabetic",5.6e-03
"analphabetism",-0.25
"analyse",9.8e-03
"analysis",0.06
"analyst",9.0e-05
"analytic",0.11
"analytical",0.25
"analyzable",0.28
"analyze",0.16
"analyzed",0.12
"analyzer",-0.09
"anamnesis",-0.02
"anapaest",-0.07
"anapaestic",-0.28
"anapest",-0.07
"anapestic",-0.28
"anaphrodisia",-0.05
"anaphrodisiac",0.25
"anaphylactic",-0.25
"anaplasty",0.12
"anaprox",-0.07
"anapsid",-0.34
"anapurna",0.15
"anarchic",-0.34
"anarchical",-0.34
"anarchically",0.15
"anarchist",-0.56
"anarchistic",-0.06
"anarchy",-0.33
"anarhichas",-0.07
"anasa",-0.07
"anasarca",-0.34
"anasarcous",-0.42
"anaspida",-0.19
"anastigmatic",-0.06
"anastomose",-0.12
"anastylosis",-0.19
"anathema",-0.02
"anathematise",-0.06
"anathematize",-0.06
"anathemise",-0.26
"anathemize",-0.26
"anatomically",0.17
"anatomize",0.17
"anatomy",0.32
"anatoxin",-0.42
"ancestor",0.34
"ancestral",0.40
"ancestry",0.32
"anchor",0.04
"anchor",0.04
"anchorage",0.02
"anchoritic",-0.02
"anchylosis",-0.07
"ancient",0.56
"ancient",0.56
"ancientness",-0.01
"ancohuma",0.12
"andante",-0.01
"andante",0.12
"androgyny",0.28
"android",0.15
"androsterone",0.12
"ane",-0.19
"anecdotal",0.03
"anecdote",0.15
"anecdotic",0.08
"anecdotical",0.08
"anechoic",-0.38
"anemia",-0.48
"anemic",-0.38
"anencephalic",-0.34
"anencephalous",-0.34
"anergy",0.15
"aneroid",-0.38
"aneroid",-0.07
"anesthesia",-0.04
"anesthesiologist",-0.01
"anesthetic",0.12
"anesthetic",0.12
"anesthetist",-0.07
"anestrous",-0.10
"aneuploid",-0.34
"aneuploidy",-0.19
"aneurism",-0.28
"aneurysm",-0.62
"anfractuous",-0.19
"angel",0.67
"angelic",0.42
"angelical",0.24
"angelically",0.15
"anger",-0.62
"anger",-0.62
"angered",-0.08
"angiitis",-0.19
"angina",-0.53
"anginal",-0.34
"anginose",-0.34
"anginous",-0.34
"angioedema",-0.34
"angiogram",-0.20
"angiohemophilia",-0.06
"angiopathy",-0.28
"angioplasty",-0.07
"angle",-0.11
"anglewing",0.15
"anglian",0.12
"anglophilic",-0.02
"anglophobic",-0.02
"angora",0.15
"angrily",-0.07
"angriness",-0.28
"angry",-0.61
"angst",-0.37
"anguidae",-0.07
"anguine",0.12
"anguis",-0.07
"anguish",-0.46
"anguished",-0.55
"angular",0.17
"angularity",0.15
"angulate",0.17
"angulation",0.23
"angus",0.19
"angwantibo",0.17
"anhedonia",-0.38
"anicteric",0.02
"anile",-0.07
"anima",-0.07
"animadversion",-0.42
"animadvert",-0.42
"animal",0.51
"animal",0.51
"animalia",-0.07
"animalise",-0.28
"animalism",-0.23
"animalize",-0.28
"animal-worship",-0.07
"animate",-0.03
"animate",0.16
"animated",0.41
"animatedly",0.15
"animating",0.25
"animation",0.35
"animator",0.10
"animosity",-0.40
"animus",-0.05
"anionic",-0.34
"aniseikonia",0.12
"anise-scented",-0.19
"anisette",0.12
"anisogamete",-0.19
"anisometropia",0.04
"anisometropic",0.12
"anisotropic",-0.42
"anisotropically",-0.02
"ankle",0.10
"anklet",-0.06
"ankylosaur",0.12
"ankylosaurus",0.12
"ankylosis",-0.07
"annals",-0.05
"annapurna",0.15
"annelida",0.15
"annex",-0.14
"annihilate",-0.46
"annihilated",-0.17
"annihilating",0.17
"annihilation",-0.60
"annihilative",0.15
"anniversary",0.48
"announce",0.13
"announcement",0.20
"announcer",0.21
"annoy",-0.62
"annoyance",-0.51
"annoyed",-0.55
"annoyer",-0.01
"annoying",-0.50
"annoyingly",-0.19
"annual",0.04
"annual",0.04
"annually",-0.06
"annul",-0.29
"annulment",-0.23
"anodyne",-0.28
"anodyne",-0.03
"anoectochilus",0.17
"anoint",-0.05
"anomalist",0.12
"anomalously",0.15
"anomaly",-0.04
"anomia",-0.16
"anomic",0.21
"anomie",0.16
"anomiidae",0.12
"anomy",0.16
"anon",-0.02
"anon.",-0.34
"anonymity",-0.04
"anonymous",0.18
"anonymously",-0.28
"anopheles",-0.28
"anopheline",-0.07
"anopia",-0.25
"anoplura",-0.28
"anorchia",-0.34
"anorchidism",-0.34
"anorchism",-0.34
"anorectic",-0.33
"anorectic",-0.28
"anorexia",-0.01
"anorexic",-0.57
"anorexic",-0.57
"anorexigenic",-0.34
"anorgasmia",-0.34
"anosmia",-0.38
"anosmic",-0.09
"anostraca",-0.07
"another",-0.07
"anovulation",-0.38
"anoxemia",-0.28
"anoxemic",-0.19
"anoxia",-0.42
"anoxic",-0.28
"anser",-0.07
"anseres",0.12
"anseriformes",-0.28
"anserine",-0.06
"answer",0.27
"answerable",0.46
"answering",-0.19
"ant",-0.27
"antacid",-0.28
"antagonise",-0.05
"antagonism",7.69e-03
"antagonist",0.08
"antagonistic",-0.17
"antagonistically",0.15
"antagonize",-0.46
"antarctica",-0.07
"antediluvian",-0.07
"antediluvian",-0.02
"antelope",0.17
"antenatal",-0.07
"antenna",0.10
"antepartum",-0.07
"anterior",-0.02
"anterior",-0.02
"anteriority",-0.16
"anterograde",-0.07
"anthelminthic",0.36
"anthelmintic",0.36
"anthem",0.23
"antheraea",0.17
"antheral",0.17
"antheridial",0.08
"anthill",-0.17
"anthonomus",-0.19
"anthracite",-0.07
"anthracosis",-0.19
"anthrax",-0.67
"anthropoid",-0.01
"anthropoidal",-0.01
"anthropoidea",0.12
"anthropological",0.13
"anthropologist",0.17
"anthropology",0.07
"anthropomorphic",0.12
"anthropomorphous",0.12
"anthropophagy",-0.07
"anthroposophy",0.17
"anti",-0.13
"anti",-0.13
"antiaircraft",-0.03
"antiaircraft",-0.03
"antiauthoritarian",-0.28
"antibacterial",0.28
"antibiotic",0.22
"antibiotic",0.22
"antic",-0.26
"antic",-0.26
"antic",-0.26
"anticancer",-0.19
"antichrist",-0.66
"anticipant",-0.01
"anticipant",0.28
"anticipate",0.25
"anticipated",0.15
"anticipation",0.06
"anticipative",0.28
"anticipator",-0.01
"anticipatory",0.08
"anticlimactic",0.10
"anticonvulsant",0.12
"antidepressant",-0.07
"antidiabetic",-0.06
"antidotal",-0.06
"antidote",0.38
"antiemetic",-0.07
"antiepileptic",0.12
"antifeminism",0.12
"antifeminist",-0.38
"antifertility",0.21
"antifungal",0.28
"antigonus",0.15
"anti-inflammatory",-0.07
"anti-intellectual",0.21
"antimagnetic",-0.28
"antimalarial",0.12
"antimicrobial",0.28
"antimicrobic",0.28
"antimycin",-0.07
"antineoplastic",-0.19
"antinomianism",0.21
"antinomy",0.15
"antiparallel",-0.07
"antipathetic",-0.16
"antipathetical",-0.16
"antipathy",-0.36
"antipersonnel",-0.19
"antiphlogistic",-0.42
"antiphrasis",-0.19
"antipode",0.28
"antiprotozoal",-0.07
"antipruritic",0.12
"antipsychotic",0.15
"antipyresis",-0.19
"antipyretic",0.21
"antiquate",-0.08
"antique",0.37
"antique",0.37
"antique",0.37
"antiquity",0.02
"antisemitic",-0.42
"anti-semitic",-0.42
"antisemitism",-0.07
"anti-semitism",-0.07
"antiseptic",-0.10
"antiseptic",-0.10
"antisepticize",0.15
"antiserum",0.04
"antisocial",-0.44
"antitank",-0.07
"antitauon",0.17
"antithesis",0.33
"antithetic",0.17
"antithetical",0.17
"antithetically",0.15
"antithyroid",-0.07
"antitoxic",-0.06
"antitoxin",0.15
"antitumor",-0.19
"antitumour",-0.19
"antivenene",-0.07
"antivenin",-0.07
"antiviral",0.21
"antler-like",-0.07
"antsy",-0.16
"anuresis",-0.25
"anuretic",-0.19
"anuria",-0.25
"anuric",-0.19
"anurous",-0.38
"anus",-0.52
"anvil",0.01
"anxiety",-0.65
"anxiolytic",-0.28
"anxiolytic",0.21
"anxious",-0.30
"anxiousness",-0.29
"a-ok",0.12
"a-okay",0.12
"a-one",0.28
"aorist",-0.07
"aorta",-0.16
"aortic",-0.18
"aortitis",-0.38
"apache",0.05
"apadana",0.12
"apanage",0.10
"apart",0.01
"apart",0.15
"apartment",0.18
"apathetic",-0.27
"apathetically",0.17
"apathy",-0.33
"apc",-0.06
"ape",0.05
"ape",0.05
"apelike",-0.26
"aper",-0.28
"aperient",-0.38
"aperient",0.15
"apex",0.13
"aphakia",-0.38
"aphakic",-0.34
"aphakic",-0.28
"aphasia",-0.28
"aphasic",-0.42
"aphasic",-0.42
"aphonic",-0.42
"aphoristic",0.17
"aphotic",-0.06
"aphrodisia",0.28
"aphrodisiac",0.35
"aphrodisiac",0.35
"aphrodisiacal",0.28
"aphyllanthaceae",-0.19
"apiculate",0.15
"apish",-0.34
"aplacophoran",-0.07
"aplanatic",0.21
"aplomb",-0.17
"aplysia",-0.07
"apocalypse",-0.44
"apocalyptic",-0.07
"apocalyptical",-0.07
"apochromatic",0.12
"apocryphal",0.10
"apodal",-0.07
"apodeictic",0.04
"apodictic",0.04
"apodous",-0.07
"apolitical",0.15
"apologetic",0.41
"apologetically",0.15
"apologise",-0.12
"apologize",-0.01
"apologue",0.12
"apology",0.31
"apomictic",-0.12
"apomorphine",-0.07
"apophasis",0.12
"apophatism",0.12
"apoplectiform",-0.06
"apoplectoid",-0.06
"apostate",-0.38
"apostle",0.12
"apostrophe",-0.08
"apothecary",0.12
"apothegmatic",0.07
"apothegmatical",-0.02
"apotheosis",0.33
"apotropaic",-0.42
"appal",-0.06
"appalachian",0.12
"appall",-0.06
"appalled",-0.34
"appalling",-0.51
"appalling",-0.51
"appanage",0.10
"apparatus",0.12
"apparel",0.09
"apparel",0.09
"appareled",-0.06
"apparency",0.12
"apparent",-0.01
"apparently",0.19
"apparentness",0.12
"apparition",-0.03
"apparitional",-0.19
"appeal",0.32
"appeal",0.32
"appealable",0.21
"appealing",-0.03
"appealingly",0.17
"appealingness",0.21
"appear",0.06
"appearance",0.28
"appeasable",0.28
"appease",0.23
"appeasing",-0.18
"appellative",0.17
"appendage",-0.19
"appendectomy",-0.51
"appendicitis",-0.78
"appendicularia",0.17
"appendix",-0.04
"apperceive",0.12
"appetence",-0.16
"appetency",-0.16
"appetent",0.28
"appetising",0.06
"appetisingness",-0.19
"appetite",0.30
"appetitive",-0.07
"appetizer",0.57
"appetizing",0.50
"appetizingness",-0.19
"applaud",0.42
"applaudable",0.28
"applause",0.53
"apple",0.40
"applecart",-0.08
"applejack",0.19
"applesauce",0.47
"apple-scented",-0.19
"apple-shaped",0.12
"apple-sized",0.12
"appliance",0.03
"applicability",0.15
"applicable",0.21
"applicant",-0.02
"application",0.01
"applicative",0.15
"applicatory",0.15
"apply",0.04
"appoint",0.23
"appointed",0.16
"appointment",-0.14
"apposable",0.28
"apposite",-0.02
"appositeness",0.36
"appositively",0.15
"appraisal",0.02
"appraiser",0.11
"appraising",0.21
"appreciate",0.58
"appreciated",0.17
"appreciation",0.57
"appreciative",0.53
"appreciatively",0.15
"appreciativeness",-0.25
"appreciator",0.12
"apprehend",-0.21
"apprehended",0.17
"apprehensible",0.15
"apprehension",-0.21
"apprehensive",-0.42
"apprehensiveness",-0.06
"apprentice",0.23
"apprentice",0.23
"apprise",0.08
"apprize",0.08
"approach",0.11
"approach",0.11
"approachable",0.30
"approbate",0.10
"approbation",0.04
"approbative",0.21
"approbatory",0.21
"appropriate",0.27
"appropriate",0.27
"appropriately",0.15
"appropriateness",0.16
"approval",0.43
"approve",0.50
"approving",0.21
"approvingly",0.17
"approximate",0.06
"approximately",0.06
"approximation",0.07
"approximative",-0.35
"apractic",-0.33
"apraxia",-0.33
"apraxic",-0.33
"apricot",0.23
"apron",0.20
"apropos",0.15
"apt",0.16
"apteral",-0.35
"apterous",-0.07
"aptitude",0.23
"aptly",0.17
"aptness",0.05
"apus",-0.06
"aqua",0.37
"aquamarine",0.35
"aquaphobia",-0.01
"aquaphobic",-0.42
"aquarium",0.35
"aquatic",0.45
"aquatic",0.45
"aqueous",-0.06
"arab",0.10
"arabesque",0.15
"arabian",0.10
"arability",0.12
"arable",0.28
"arachnid",-0.06
"arachnoid",-6.01e-03
"arachnophobia",0.12
"arame",-0.34
"aranyaka",0.15
"ararat",0.17
"arariba",-0.01
"araroba",-0.07
"arbitrarily",0.17
"arbitrariness",0.21
"arbitrary",-0.21
"arbitration",-0.22
"arborist",-0.19
"arcade",0.36
"arcadian",0.12
"arcane",0.06
"arced",0.12
"arcella",-0.06
"arch",0.20
"arch",0.20
"arch",0.20
"archaean",0.04
"archaeological",0.26
"archaeologist",0.10
"archaeology",0.27
"archaeozoic",-0.07
"archaic",-0.12
"archaicism",-0.07
"archaism",-0.07
"archaistic",-0.06
"archangel",0.56
"archangelic",0.15
"archangelical",0.15
"archbishop",-0.07
"archbishopric",0.12
"archdiocese",-0.26
"archducal",-0.19
"archduke",-0.21
"archean",0.04
"arched",0.10
"archeozoic",-0.07
"archepiscopal",0.12
"archery",0.06
"archetype",0.28
"archiannelid",-0.28
"archiepiscopal",0.12
"archimandrite",0.21
"arching",0.12
"architect",0.30
"architectural",0.33
"architecture",0.26
"archive",-0.04
"archive",-0.04
"archness",-0.42
"arcidae",-0.28
"arciform",0.12
"arctic",-0.13
"arctiid",0.08
"arctiidae",-0.07
"arcuate",0.12
"ardent",-0.01
"ardently",0.15
"ardor",0.07
"ardour",0.07
"ards",-0.42
"arduous",-0.36
"arduously",0.17
"arduousness",-0.05
"area",0.14
"areflexia",-0.28
"arena",0.18
"arenaceous",-0.07
"argentiferous",0.08
"argillaceous",-0.07
"arginine",-0.34
"argonaut",0.01
"argonauta",-0.07
"arguable",0.27
"argue",-0.46
"argufy",0.15
"arguing",0.12
"argument",-0.59
"argumentation",0.10
"argumentative",-0.45
"argumentatively",0.15
"argus-eyed",0.21
"arhant",0.17
"arhat",0.17
"ariadne",0.17
"arianism",0.17
"arid",-0.18
"aridity",1.89e-03
"aridness",-0.34
"aright",0.15
"ariidae",-0.19
"arise",0.29
"aristocracy",0.05
"aristocrat",-0.18
"aristocratic",0.19
"aristocratically",0.12
"aristolochiales",-0.19
"aristotle",-0.01
"arithmetic",-0.01
"arithmetic",-0.01
"arithmetically",0.15
"arity",-0.01
"arius",-0.06
"arjuna",0.15
"ark",0.28
"arm",0.11
"arm",0.11
"armada",-0.10
"armadillidiidae",-0.19
"armadillidium",-0.19
"armageddon",-0.16
"armament",0.01
"armchair",0.16
"armed",-0.22
"armeria",-0.34
"arminian",0.12
"arminianism",0.12
"arminius",0.10
"armlike",-0.07
"armor",0.27
"armor",0.27
"armor-clad",-0.28
"armored",0.16
"armor-plated",-0.28
"armory",0.06
"armour",5.19e-03
"armour-clad",-0.28
"armoured",-0.07
"armour-plated",-0.28
"armpit",-0.22
"army",-0.08
"armyworm",-0.10
"arnoseris",0.12
"aroma",0.66
"aromatic",0.10
"around",0.15
"arousal",0.22
"arouse",0.41
"aroused",0.23
"arraign",-0.12
"arraignment",-0.27
"arrange",0.03
"arranged",-0.06
"arrangement",0.17
"arrant",0.28
"array",0.22
"array",0.22
"arrayed",-0.19
"arrest",-0.66
"arrest",-0.66
"arrhythmia",-0.28
"arrhythmic",-0.44
"arrhythmical",-0.34
"arrival",0.41
"arrive",0.35
"arriviste",-0.19
"arrogance",-0.61
"arrogant",-0.62
"arrogantly",0.12
"arrogate",-0.04
"arrogator",-0.34
"arrow",0.06
"arrow-shaped",0.12
"arse",-0.02
"arsehole",-0.07
"arsenal",-0.13
"arsenic",-0.50
"arson",-0.68
"arsonist",-0.62
"art",0.46
"arterial",-0.26
"arteriectasia",-0.28
"arteriectasis",-0.28
"arteriosclerotic",-0.28
"arteritis",-0.42
"artery",-0.17
"artful",-0.17
"artfully",0.15
"artfulness",0.36
"arthralgia",-0.28
"arthritic",-0.07
"arthritis",-0.67
"arthropathy",0.21
"artichoke",0.07
"article",0.17
"article",0.17
"articulate",0.38
"articulated",-0.38
"articulately",0.10
"articulateness",-0.08
"artifact",0.30
"artificial",-0.28
"artificiality",-0.28
"artificially",-0.38
"artillery",-0.22
"artist",0.44
"artiste",0.33
"artistic",0.50
"artistically",0.12
"artistry",0.47
"artless",-0.16
"artlessly",0.15
"artlessness",0.16
"artsd",-0.07
"artsy-craftsy",0.08
"artwork",0.44
"arty",0.38
"arty-crafty",0.08
"as",-0.07
"asafetida",-0.19
"asafoetida",-0.19
"asarum",-0.28
"asbestos",-0.69
"asbestosis",-0.34
"ascend",0.29
"ascendable",0.28
"ascendant",0.07
"ascendant",0.07
"ascendent",8.3e-04
"ascendible",0.28
"ascending",0.03
"ascending",0.03
"ascension",0.19
"ascensional",-0.06
"ascensive",-0.17
"ascertain",0.07
"ascertainable",0.28
"ascesis",0.04
"ascetic",0.05
"ascetical",0.05
"ascetically",0.17
"asceticism",0.07
"aschelminthes",0.15
"ascoma",0.12
"ascribable",-0.19
"ascription",0.10
"aseptic",0.28
"asexual",-0.38
"asexuality",-0.34
"asexually",0.08
"ashamed",-0.62
"ashamedly",-0.19
"ashen",4.93e-03
"ashtray",-0.37
"aside",-0.10
"asilidae",-0.19
"asinine",0.01
"asininity",0.17
"ask",0.23
"askance",-0.08
"asleep",0.37
"asleep",0.37
"asocial",-0.22
"asparagus",0.10
"aspartame",0.08
"aspect",-0.02
"aspen",0.39
"aspergillosis",-0.25
"asperity",-0.04
"asperse",0.15
"aspersion",0.11
"asphalt",-0.13
"asphalt",-0.13
"aspheric",0.17
"aspherical",0.17
"asphyxia",-0.70
"asphyxiate",-0.01
"asphyxiated",-0.19
"asphyxiating",-0.17
"asphyxiation",-0.86
"aspirant",0.12
"aspirant",0.21
"aspirate",-0.01
"aspiration",0.31
"aspire",0.35
"aspirer",0.12
"aspirin",0.07
"aspiring",0.47
"ass",0.11
"assail",-0.05
"assailability",-0.19
"assailable",-0.38
"assailant",-0.44
"assassin",-0.72
"assassinate",-0.43
"assassination",-0.79
"assault",-0.73
"assault",-0.73
"assaultive",0.15
"assay",0.10
"assay",0.16
"assayer",0.17
"assemble",0.03
"assembly",0.11
"assemblyman",8.0e-05
"assentient",0.15
"assenting",-0.01
"assert",0.17
"assertable",0.28
"asserted",0.21
"asserter",0.15
"assertion",0.19
"assertive",0.09
"assertively",0.15
"assertiveness",0.12
"assess",0.21
"assessable",0.22
"assessment",0.05
"asset",0.56
"assets",0.15
"asseverate",0.12
"asseveration",0.17
"asseverator",0.15
"asshole",-0.72
"assibilate",0.10
"assibilation",0.10
"assiduity",0.17
"assiduous",-0.06
"assiduousness",0.17
"assign",-0.06
"assignable",0.12
"assignation",0.10
"assignment",0.09
"assimilate",-0.09
"assimilating",-0.42
"assimilative",-0.42
"assimilatory",-0.42
"assist",0.23
"assist",0.23
"assistance",0.20
"assistant",0.22
"assistant",0.22
"assistive",0.21
"ass-kisser",-0.05
"associability",0.15
"associable",0.28
"associableness",0.15
"associate",0.05
"associate",0.05
"associate",0.05
"association",0.12
"associative",-0.38
"associatory",-0.38
"assoil",0.15
"assorted",0.20
"assortment",0.16
"assuage",0.38
"assuagement",0.12
"assuasive",0.08
"assume",-0.14
"assuming",-0.34
"assumption",-0.17
"assumptive",-0.10
"assurance",0.23
"assure",0.33
"assured",0.22
"assuredly",-0.19
"assuredness",-0.17
"assuring",0.21
"astasia",-0.39
"astatic",-0.25
"asteriated",0.28
"asterisk",0.09
"asterisk",0.09
"asterisked",0.17
"asternal",-0.38
"asteroid",-0.01
"asteroid",-0.01
"asteroidea",0.12
"asthenia",-0.34
"asthenic",-0.05
"asthenosphere",-0.19
"astheny",-0.34
"asthma",-0.63
"asthmatic",-0.41
"astigmatism",-0.22
"astigmia",-0.22
"astomatal",-0.19
"astomatous",-0.34
"astonied",0.35
"astonish",0.13
"astonished",0.35
"astonishing",0.38
"astonishingly",0.12
"astonishment",-0.26
"astound",0.32
"astounded",0.35
"astounding",0.06
"astral",0.08
"astraphobia",0.15
"astringence",-0.07
"astringency",-0.02
"astringent",-0.16
"astrology",-0.05
"astronaut",0.43
"astronomer",0.14
"astronomical",0.34
"astronomy",0.25
"astrophysicist",-0.07
"astute",0.30
"astutely",0.12
"astuteness",0.12
"astylar",-0.19
"asura",-0.19
"asvins",0.12
"asylum",-0.44
"asymmetric",-0.28
"asymmetrical",-0.37
"asymmetrically",0.12
"asymmetry",-0.28
"asymptomatic",-0.18
"asynchronous",-0.12
"asyndetic",-0.19
"asyndeton",0.15
"asynergia",-0.38
"asynergic",-0.07
"asynergy",-0.38
"asystole",-0.38
"atabrine",-0.07
"atactic",-0.17
"ataractic",-0.19
"ataractic",-0.16
"ataraxia",-0.02
"ataraxic",-0.16
"ataraxis",-0.25
"ataxia",-0.38
"ataxic",-0.17
"ataxy",-0.38
"ateleiosis",-0.13
"ateliosis",-0.13
"atheism",0.15
"atheist",-0.09
"atheist",-0.09
"atheistic",-0.17
"atheistical",-0.18
"athirst",-0.25
"athlete",0.30
"athletic",0.44
"athleticism",-0.06
"athletics",0.28
"ativan",-0.28
"atlas",0.23
"atm",0.15
"atmosphere",0.26
"atmospheric",0.18
"atoll",0.03
"atom",0.18
"atomic",-0.18
"atonal",-0.28
"atonalism",-0.19
"atonality",-0.19
"atone",0.15
"atonement",-0.30
"atonia",-0.34
"atonic",-0.16
"atonicity",-0.34
"atony",-0.34
"atopognosia",-0.25
"atopognosis",-0.25
"atoxic",-0.38
"atrabilious",-0.42
"atrium",0.23
"atrocious",-0.46
"atrociously",-0.30
"atrociousness",-0.40
"atrocity",-0.51
"atrophedema",-0.34
"atrophic",-0.02
"atrophied",-0.07
"atrophy",-0.46
"atrophy",-0.46
"atropidae",-0.28
"attach",0.06
"attachable",0.21
"attached",0.01
"attachment",0.25
"attack",-0.75
"attack",-0.75
"attacker",-0.69
"attacking",0.15
"attain",0.21
"attainability",0.12
"attainable",0.21
"attainableness",0.12
"attainment",0.12
"attaint",-0.22
"attempt",0.25
"attempt",0.25
"attempted",0.08
"attend",0.10
"attendance",0.23
"attendant",0.15
"attendant",0.15
"attention",0.42
"attention-getting",0.08
"attentive",0.35
"attentively",0.17
"attentiveness",0.25
"attenuate",-0.28
"attenuate",-6.01e-03
"attenuated",-0.09
"attenuation",-0.02
"attest",0.02
"attestant",0.16
"attested",0.06
"attester",0.36
"attic",-0.01
"attilio",0.12
"attire",0.29
"attire",0.29
"attired",-0.06
"attitude",-0.07
"attitudinise",-0.34
"attitudinize",-0.34
"attorney",-0.33
"attract",0.34
"attractable",0.21
"attraction",0.50
"attractive",0.54
"attractively",0.17
"attractiveness",0.37
"attributable",0.28
"attribute",0.16
"attribute",0.16
"attribution",0.10
"attributively",0.15
"attrited",-0.07
"attrition",-0.15
"atypical",-0.46
"atypically",0.15
"au",-0.02
"auburn",0.22
"auction",0.10
"auction",0.10
"auctioneer",0.02
"auctioneer",0.02
"audacious",0.02
"audaciously",0.12
"audaciousness",0.05
"audacity",0.05
"audenesque",0.21
"audibility",0.15
"audible",0.26
"audible",0.26
"audibleness",0.15
"audibly",0.17
"audience",0.22
"audio",0.39
"audit",-0.54
"audit",-0.54
"audition",0.05
"audition",0.05
"auditor",-0.43
"auditorium",0.26
"auditory",0.01
"augean",-0.37
"augeas",-0.06
"aught",-0.08
"august",0.07
"aunt",0.39
"auntie",0.31
"aura",0.36
"aural",0.02
"aureate",0.01
"auricularia",-0.07
"auriform",0.15
"auspicate",0.17
"auspice",0.28
"auspices",-0.28
"auspicious",-0.06
"auspiciousness",0.15
"austere",0.11
"austereness",0.15
"austerity",-0.02
"autacoid",0.12
"autarchic",0.08
"autarchical",0.08
"autarkic",-0.07
"autarkical",0.04
"authentic",0.47
"authenticate",0.02
"authenticated",0.06
"authenticity",0.45
"author",0.33
"author",0.33
"authorisation",0.08
"authorised",-0.23
"authoritarian",-0.01
"authoritarianism",-0.34
"authoritative",-0.01
"authoritatively",0.12
"authority",-0.06
"authorization",0.21
"authorize",0.09
"authorized",-0.23
"autism",-0.45
"autistic",-0.34
"auto",2.0e-05
"autobahn",0.15
"autobiographical",-0.04
"autobiography",0.19
